Sector,Sub-Industry,Production process,Impact driver,Rating
Consumer Staples,Agricultural Products,Freshwater wild-caught fish,Water pollutants,H
Consumer Staples,Agricultural Products,Freshwater wild-caught fish,Water use,ND
Consumer Staples,Agricultural Products,Freshwater wild-caught fish,Biological interferences/alterations,ND
Materials,Industrial Gases,Gas adsorption,Disturbances,ND
Materials,Industrial Gases,Gas adsorption,Freshwater ecosystem use,ND
Materials,Industrial Gases,Gas adsorption,GHG emissions,VH
Materials,Industrial Gases,Gas adsorption,Marine ecosystem use,ND
Materials,Industrial Gases,Gas adsorption,Non-GHG air pollutants,ND
Materials,Industrial Gases,Gas adsorption,Other resource use,ND
Materials,Industrial Gases,Gas adsorption,Soil pollutants,ND
Materials,Industrial Gases,Gas adsorption,Solid waste,ND
Materials,Industrial Gases,Gas adsorption,Terrestrial ecosystem use,ND
Materials,Industrial Gases,Gas adsorption,Water pollutants,ND
Materials,Industrial Gases,Gas adsorption,Water use,ND
Materials,Industrial Gases,Gas adsorption,Biological interferences/alterations,ND
Utilities,Gas Utilities,Gas distribution,Disturbances,ND
Utilities,Gas Utilities,Gas distribution,Freshwater ecosystem use,ND
Utilities,Gas Utilities,Gas distribution,GHG emissions,VH
Utilities,Gas Utilities,Gas distribution,Marine ecosystem use,H
Utilities,Gas Utilities,Gas distribution,Non-GHG air pollutants,ND
Utilities,Gas Utilities,Gas distribution,Other resource use,ND
Utilities,Gas Utilities,Gas distribution,Soil pollutants,ND
Utilities,Gas Utilities,Gas distribution,Solid waste,ND
Utilities,Gas Utilities,Gas distribution,Terrestrial ecosystem use,H
Utilities,Gas Utilities,Gas distribution,Water pollutants,ND
Utilities,Gas Utilities,Gas distribution,Water use,ND
Utilities,Gas Utilities,Gas distribution,Biological interferences/alterations,ND
Utilities,Gas Utilities,Gas retail,Disturbances,ND
Utilities,Gas Utilities,Gas retail,Freshwater ecosystem use,ND
Utilities,Gas Utilities,Gas retail,GHG emissions,ND
Utilities,Gas Utilities,Gas retail,Marine ecosystem use,ND
Utilities,Gas Utilities,Gas retail,Non-GHG air pollutants,ND
Utilities,Gas Utilities,Gas retail,Other resource use,ND
Utilities,Gas Utilities,Gas retail,Soil pollutants,ND
Utilities,Gas Utilities,Gas retail,Solid waste,M
Utilities,Gas Utilities,Gas retail,Terrestrial ecosystem use,ND
Utilities,Gas Utilities,Gas retail,Water pollutants,ND
Utilities,Gas Utilities,Gas retail,Water use,ND
Utilities,Gas Utilities,Gas retail,Biological interferences/alterations,ND
Utilities,Renewable Electricity,Geothermal energy production,Disturbances,H
Utilities,Renewable Electricity,Geothermal energy production,Freshwater ecosystem use,ND
Utilities,Renewable Electricity,Geothermal energy production,GHG emissions,VH
Utilities,Renewable Electricity,Geothermal energy production,Marine ecosystem use,ND
Utilities,Renewable Electricity,Geothermal energy production,Non-GHG air pollutants,ND
Utilities,Renewable Electricity,Geothermal energy production,Other resource use,ND
Utilities,Renewable Electricity,Geothermal energy production,Soil pollutants,H
Utilities,Renewable Electricity,Geothermal energy production,Solid waste,ND
Utilities,Renewable Electricity,Geothermal energy production,Terrestrial ecosystem use,ND
Utilities,Renewable Electricity,Geothermal energy production,Water pollutants,H
Utilities,Renewable Electricity,Geothermal energy production,Water use,VH
Utilities,Renewable Electricity,Geothermal energy production,Biological interferences/alterations,ND
Industrials,Building Products,Glass making,Disturbances,ND
Industrials,Building Products,Glass making,Freshwater ecosystem use,ND
Industrials,Building Products,Glass making,GHG emissions,VH
Industrials,Building Products,Glass making,Marine ecosystem use,ND
Industrials,Building Products,Glass making,Non-GHG air pollutants,H
Industrials,Building Products,Glass making,Other resource use,ND
Industrials,Building Products,Glass making,Soil pollutants,ND
Industrials,Building Products,Glass making,Solid waste,L
Industrials,Building Products,Glass making,Terrestrial ecosystem use,ND
Industrials,Building Products,Glass making,Water pollutants,H
Industrials,Building Products,Glass making,Water use,VH
Industrials,Building Products,Glass making,Biological interferences/alterations,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Disturbances,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Freshwater ecosystem use,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,GHG emissions,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Marine ecosystem use,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Non-GHG air pollutants,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Other resource use,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Soil pollutants,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Solid waste,M
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Terrestrial ecosystem use,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Water pollutants,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Water use,ND
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Hotels and resorts provision,Biological interferences/alterations,ND
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Disturbances,ND
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Freshwater ecosystem use,ND
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,GHG emissions,ND
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Marine ecosystem use,ND
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Non-GHG air pollutants,H
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Other resource use,ND
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Soil pollutants,M
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Solid waste,M
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Terrestrial ecosystem use,ND
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Water pollutants,M
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Water use,VH
Consumer Discretionary,Housewares & Specialties,Houseware and specialities production,Biological interferences/alterations,ND
Utilities,Electric Utilities,Hydropower production,Disturbances,ND
Utilities,Electric Utilities,Hydropower production,Freshwater ecosystem use,VH
Utilities,Electric Utilities,Hydropower production,GHG emissions,M
Utilities,Electric Utilities,Hydropower production,Marine ecosystem use,ND
Utilities,Electric Utilities,Hydropower production,Non-GHG air pollutants,ND
Utilities,Electric Utilities,Hydropower production,Other resource use,ND
Utilities,Electric Utilities,Hydropower production,Soil pollutants,H
Utilities,Electric Utilities,Hydropower production,Solid waste,ND
Utilities,Electric Utilities,Hydropower production,Terrestrial ecosystem use,VH
Utilities,Electric Utilities,Hydropower production,Water pollutants,H
Utilities,Electric Utilities,Hydropower production,Water use,VH
Utilities,Electric Utilities,Hydropower production,Biological interferences/alterations,ND
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Disturbances,ND
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Freshwater ecosystem use,VH
Utilities,Independent Power Producers & Energy Traders,Hydropower production,GHG emissions,M
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Marine ecosystem use,ND
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Non-GHG air pollutants,ND
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Other resource use,ND
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Soil pollutants,H
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Solid waste,ND
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Terrestrial ecosystem use,VH
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Water pollutants,H
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Water use,VH
Utilities,Independent Power Producers & Energy Traders,Hydropower production,Biological interferences/alterations,ND
Utilities,Renewable Electricity,Hydropower production,Disturbances,ND
Utilities,Renewable Electricity,Hydropower production,Freshwater ecosystem use,VH
Utilities,Renewable Electricity,Hydropower production,GHG emissions,M
Utilities,Renewable Electricity,Hydropower production,Marine ecosystem use,ND
Utilities,Renewable Electricity,Hydropower production,Non-GHG air pollutants,ND
Utilities,Renewable Electricity,Hydropower production,Other resource use,ND
Utilities,Renewable Electricity,Hydropower production,Soil pollutants,H
Utilities,Renewable Electricity,Hydropower production,Solid waste,ND
Utilities,Renewable Electricity,Hydropower production,Terrestrial ecosystem use,VH
Utilities,Renewable Electricity,Hydropower production,Water pollutants,H
Utilities,Renewable Electricity,Hydropower production,Water use,VH
Utilities,Renewable Electricity,Hydropower production,Biological interferences/alterations,ND
Materials,Diversified Chemicals,Incomplete combustion,Disturbances,ND
Materials,Diversified Chemicals,Incomplete combustion,Freshwater ecosystem use,ND
Materials,Diversified Chemicals,Incomplete combustion,GHG emissions,VH
Materials,Diversified Chemicals,Incomplete combustion,Marine ecosystem use,ND
Materials,Diversified Chemicals,Incomplete combustion,Non-GHG air pollutants,H
Materials,Diversified Chemicals,Incomplete combustion,Other resource use,ND
Materials,Diversified Chemicals,Incomplete combustion,Soil pollutants,ND
Materials,Diversified Chemicals,Incomplete combustion,Solid waste,ND
Materials,Diversified Chemicals,Incomplete combustion,Terrestrial ecosystem use,H
Materials,Diversified Chemicals,Incomplete combustion,Water pollutants,ND
Materials,Diversified Chemicals,Incomplete combustion,Water use,H
Materials,Diversified Chemicals,Incomplete combustion,Biological interferences/alterations,ND
Industrials,Construction & Engineering,Infrastructure builds,Disturbances,H
Industrials,Construction & Engineering,Infrastructure builds,Freshwater ecosystem use,H
Industrials,Construction & Engineering,Infrastructure builds,GHG emissions,VH
Industrials,Construction & Engineering,Infrastructure builds,Marine ecosystem use,VH
Industrials,Construction & Engineering,Infrastructure builds,Non-GHG air pollutants,H
Industrials,Construction & Engineering,Infrastructure builds,Other resource use,ND
Industrials,Construction & Engineering,Infrastructure builds,Soil pollutants,H
Industrials,Construction & Engineering,Infrastructure builds,Solid waste,M
Industrials,Construction & Engineering,Infrastructure builds,Terrestrial ecosystem use,VH
Industrials,Construction & Engineering,Infrastructure builds,Water pollutants,H
Industrials,Construction & Engineering,Infrastructure builds,Water use,H
Industrials,Construction & Engineering,Infrastructure builds,Biological interferences/alterations,M
Consumer Discretionary,Advertising,Infrastructure holdings,Disturbances,ND
Consumer Discretionary,Advertising,Infrastructure holdings,Freshwater ecosystem use,ND
Consumer Discretionary,Advertising,Infrastructure holdings,GHG emissions,ND
Consumer Discretionary,Advertising,Infrastructure holdings,Marine ecosystem use,ND
Consumer Discretionary,Advertising,Infrastructure holdings,Non-GHG air pollutants,M
Consumer Discretionary,Advertising,Infrastructure holdings,Other resource use,ND
Consumer Discretionary,Advertising,Infrastructure holdings,Soil pollutants,H
Consumer Discretionary,Advertising,Infrastructure holdings,Solid waste,M
Consumer Discretionary,Advertising,Infrastructure holdings,Terrestrial ecosystem use,ND
Consumer Discretionary,Advertising,Infrastructure holdings,Water pollutants,H
Consumer Discretionary,Advertising,Infrastructure holdings,Water use,H
Consumer Discretionary,Advertising,Infrastructure holdings,Biological interferences/alterations,ND
Consumer Discretionary,Apparel Retail,Infrastructure holdings,Disturbances,ND
Consumer Discretionary,Apparel Retail,Infrastructure holdings,Freshwater ecosystem use,ND
Consumer Discretionary,Apparel Retail,Infrastructure holdings,GHG emissions,ND
Consumer Discretionary,Apparel Retail,Infrastructure holdings,Marine ecosystem use,ND
